1.Nc3 Nf6 2.e4 e5 3.f4 d5 4.fxe5 Nxe4 
1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Bb4 
1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 Be7 
1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.Nc3 c6 
1.d4 d5 2.Nf3 Nf6 3.c4 e6 4.g3 Be7 
1.d4 d5 2.Nf3 c5 3.c4 dxc4 4.e4 cxd4 
1.d4 d5 2.Nf3 c5 3.c4 e6 4.cxd5 exd5 
1.d4 d5 2.Nf3 c6 3.c4 Nf6 4.Nc3 a6 
1.d4 d5 2.Nf3 c6 3.c4 Nf6 4.Nc3 e6 
1.d4 d5 2.Nf3 c6 3.c4 Nf6 4.e3 Bf5 
1.d4 d5 2.Nf3 c6 3.c4 e6 4.Qc2 Nd7 
1.d4 d5 2.Nf3 c6 3.c4 e6 4.Qc2 dxc4 
1.d4 d5 2.Nf3 c6 3.c4 e6 4.e3 Nf6 
1.d4 d5 2.Nf3 c6 3.e3 e6 4.c4 Bd6 
1.d4 d5 2.Nf3 e6 3.c4 Nf6 4.e3 Be7 
1.d4 d5 2.Nf3 e6 3.c4 dxc4 4.Qa4 Nd7 
1.d4 d5 2.Nf3 e6 3.c4 dxc4 4.e3 Nf6 
1.d4 d5 2.Nf3 e6 3.c4 dxc4 4.e3 c5 
1.d4 d5 2.Nf3 e6 3.g3 c5 4.Bg2 cxd4 
1.d4 d5 2.c4 Nc6 3.Nf3 Bg4 4.Nc3 e6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.Nf3 dxc4 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.Nf3 e6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.cxd5 cxd5 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 a6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 e6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 g6 
1.d4 d5 2.c4 c6 3.Nc3 e6 4.cxd5 exd5 
1.d4 d5 2.c4 c6 3.Nc3 e6 4.e4 dxe4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Qb3 dxc4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Qb3 e6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.a4 dxc4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bg4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 a6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 e6 
1.d4 d5 2.c4 c6 3.Nf3 e6 4.Nbd2 Nf6 
1.d4 d5 2.c4 c6 3.Nf3 e6 4.Nc3 dxc4 
1.d4 d5 2.c4 c6 3.cxd5 cxd5 4.Bf4 Nf6 
1.d4 d5 2.c4 c6 3.cxd5 cxd5 4.Nc3 Nf6 
1.d4 d5 2.c4 c6 3.cxd5 cxd5 4.Nf3 Nf6 
1.d4 d5 2.c4 c6 3.e3 Nf6 4.Bd3 e5 
1.d4 d5 2.c4 c6 3.e3 Nf6 4.Nc3 e6 
1.d4 d5 2.c4 c6 3.e3 Nf6 4.Nf3 Bf5 
1.d4 d5 2.c4 c6 3.e3 Nf6 4.Nf3 e6 
1.d4 d5 2.c4 dxc4 3.Nc3 a6 4.e4 b5 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 
1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 Nf6 
1.d4 d5 2.c4 dxc4 3.Nf3 e6 4.e3 Nf6 
1.d4 d5 2.c4 dxc4 3.Nf3 e6 4.e3 a6 
1.d4 d5 2.c4 dxc4 3.Nf3 e6 4.e3 c5 
1.d4 d5 2.c4 dxc4 3.e4 Nc6 4.Be3 Nf6 
1.d4 d5 2.c4 dxc4 3.e4 Nf6 4.e5 Nd5 
1.d4 d5 2.c4 dxc4 3.e4 b5 4.a4 c6 
1.d4 d5 2.c4 dxc4 3.e4 c5 4.Nf3 cxd4 
1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 
1.d4 d5 2.c4 dxc4 3.e4 e5 4.Nf3 exd4 
1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 
1.d4 d5 2.c4 e6 3.Nc3 Be7 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 Nxd5 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 Nf6 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 Be7 4.Nc3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 Be7 4.g3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Bb4 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Be7 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Nbd7 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 c5 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 c6 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.g3 Be7 
1.d4 d5 2.c4 e6 3.Nf3 a6 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nf3 c6 4.e3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 c6 4.e3 f5 
1.d4 d5 2.e3 Nf6 3.Bd3 e6 4.f4 Be7 
1.d4 d6 2.Nf3 Nf6 3.c4 g6 4.Nc3 Bf5 
1.d4 d6 2.Nf3 f5 3.e3 Nf6 4.Be2 g6 
1.d4 d6 2.Nf3 g6 3.c4 Bg7 4.Nc3 Bg4 
1.d4 d6 2.Nf3 g6 3.e4 Bg7 4.Bc4 Nf6 
1.d4 d6 2.Nf3 g6 3.e4 Bg7 4.c3 Nf6 
1.d4 d6 2.Nf3 g6 3.g3 Bg7 4.Bg2 f5 
1.d4 d6 2.c4 f5 3.Nf3 Nf6 4.g3 g6 
1.d4 d6 2.e4 Nf6 3.Nc3 c6 4.f4 Qa5 
1.d4 d6 2.e4 Nf6 3.Nc3 e5 4.dxe5 dxe5 
1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.Be2 Bg7 
1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.Be3 a6 
1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.Bg5 c6 
1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.Nf3 Bg7 
1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.g3 Bg7 
1.d4 d6 2.e4 Nf6 3.f3 c5 4.d5 e6 
1.d4 d6 2.e4 Nf6 3.f3 c6 4.Be3 e5 
1.d4 d6 2.e4 Nf6 3.f3 e5 4.dxe5 dxe5 
1.d4 d6 2.g3 f5 3.Bg2 Nf6 4.Nf3 g6 
1.d4 e6 2.Nf3 f5 3.g3 Nf6 4.Bg2 d5 
1.d4 e6 2.c4 Bb4 3.Bd2 Qe7 4.g3 f5 
1.d4 e6 2.c4 Nf6 3.Nc3 Bb4 4.Qc2 O-O 
1.d4 e6 2.c4 Nf6 3.Nf3 Bb4 4.Bd2 Qe7 
1.d4 e6 2.c4 Nf6 3.Nf3 b6 4.g3 Bb7 
1.d4 e6 2.c4 Nf6 3.Nf3 d5 4.Bg5 Be7 
1.d4 e6 2.c4 Nf6 3.Nf3 d5 4.Nc3 Bb4 
1.d4 e6 2.c4 Nf6 3.Nf3 d5 4.Nc3 Be7 
1.d4 e6 2.c4 b6 3.Nc3 Bb7 4.a3 d5 
1.d4 e6 2.c4 b6 3.Nf3 Bb7 4.g3 Bb4 
1.d4 e6 2.c4 b6 3.e4 Bb7 4.Bd3 Nc6 
1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6 
1.d4 e6 2.c4 d5 3.Nc3 c6 4.e3 Nf6 
1.d4 e6 2.c4 d5 3.Nf3 c5 4.cxd5 exd5 
1.d4 e6 2.c4 f5 3.Nc3 Nf6 4.e3 b6 
1.d4 e6 2.c4 f5 3.g3 Nf6 4.Bg2 c6 
1.d4 e6 2.e4 d5 3.Nc3 Nf6 4.e5 Nfd7 
1.d4 e6 2.e4 d5 3.Nd2 Nc6 4.Ngf3 Nf6 
1.d4 f5 2.Bg5 g6 3.Nc3 d5 4.e3 Bg7 
1.d4 f5 2.Nc3 d5 3.Bg5 g6 4.e3 Bg7 
1.d4 f5 2.Nc3 d5 3.e4 dxe4 4.f3 e5 
1.d4 f5 2.Nf3 Nf6 3.e3 b6 4.d5 Bb7 
1.d4 f5 2.Nf3 Nf6 3.e3 e6 4.Bd3 b6 
1.d4 f5 2.Nf3 Nf6 3.g3 g6 4.Bg2 Bg7 
1.d4 f5 2.c4 Nf6 3.Nc3 d6 4.Nf3 g6 
1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.f3 c5 
1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.g3 Bg7 
1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 c6 
1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 
1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.c4 c6 
1.d4 f5 2.g3 Nf6 3.Bg2 g6 4.Nf3 Bg7 
1.d4 f5 2.g3 Nf6 3.Bg2 g6 4.c3 c6 
1.d4 f5 2.g3 Nf6 3.Bg2 g6 4.c4 Bg7 
1.d4 g6 2.Nf3 Bg7 3.Bf4 c5 4.e3 cxd4 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 e5 
1.d4 g6 2.c4 Bg7 3.e4 c5 4.d5 d6 
1.d4 g6 2.c4 Bg7 3.e4 d6 4.Nc3 e5 
1.d4 g6 2.e4 Bg7 3.Nf3 d6 4.Bc4 c6 
1.d4 g6 2.e4 Bg7 3.Nf3 d6 4.c3 Nf6 
1.d4 g6 2.e4 Bg7 3.c4 d6 4.Nc3 e5 
1.d4 g6 2.e4 d6 3.c4 Bg7 4.Nc3 Nf6 
1.e3 d5 2.d4 Nf6 3.f4 Bf5 4.Nf3 e6 
1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 
1.e4 b6 2.d4 Bb7 3.Nc3 e6 4.Nf3 Bb4 
1.e4 b6 2.d4 Bb7 3.f3 e6 4.Be3 Nf6 
1.e4 c5 2.Nc3 Nc6 3.Nf3 d6 4.d4 cxd4 
1.e4 c5 2.Nc3 Nc6 3.Nf3 e5 4.Bc4 d6 
1.e4 c5 2.Nc3 Nc6 3.Nf3 e6 4.d4 cxd4 
1.e4 c5 2.Nc3 Nc6 3.Nge2 Nf6 4.d4 cxd4 
1.e4 c5 2.Nc3 Nc6 3.Nge2 d6 4.d4 cxd4 
1.e4 c5 2.Nc3 Nc6 3.g3 e6 4.Bg2 Nf6 
1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 
1.e4 c5 2.Nc3 d6 3.Nge2 Nc6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.Nc3 e5 
1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.e5 Nd5 
1.e4 c5 2.Nf3 Nc6 3.Bb5 d6 4.O-O Bd7 
1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.Bxc6 bxc6 
1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.Nc3 Nge7 
1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.O-O Nge7 
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 bxc6 
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.Bxc6 dxc6 
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 
1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.c3 Nf6 
1.e4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Qc7 
1.e4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 e5 
1.e4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 g6 
1.e4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.Nc3 d6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.Nc3 e5 4.Bc4 Be7 
1.e4 c5 2.Nf3 Nc6 3.Nc3 e5 4.Bc4 d6 
1.e4 c5 2.Nf3 Nc6 3.Nc3 e6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.c3 Nf6 4.e5 Nd5 
1.e4 c5 2.Nf3 Nc6 3.c3 d5 4.exd5 Qxd5 
1.e4 c5 2.Nf3 Nc6 3.c3 e6 4.d4 d5 
1.e4 c5 2.Nf3 Nc6 3.d3 e6 4.g3 g6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 
1.e4 c5 2.Nf3 Nc6 3.g3 Nf6 4.d3 g6 
1.e4 c5 2.Nf3 d6 3.Bb5 Bd7 4.Bxd7 Nxd7 
1.e4 c5 2.Nf3 d6 3.Bb5 Bd7 4.Bxd7 Qxd7 
1.e4 c5 2.Nf3 d6 3.Bb5 Nd7 4.O-O Nf6 
1.e4 c5 2.Nf3 d6 3.Bc4 Nf6 4.d3 Nc6 
1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.d4 cxd4 
1.e4 c5 2.Nf3 d6 3.Nc3 e5 4.Bc4 Be7 
1.e4 c5 2.Nf3 d6 3.Nc3 e5 4.Bc4 Nf6 
1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 Bd7 
1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Be2 Nc6 
1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.g3 Nbd7 
1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.Nc3 cxd4 
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 e6 3.b3 Nc6 4.Bb2 d6 
1.e4 c5 2.Nf3 e6 3.c4 Nc6 4.d4 cxd4 
1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 Nge7 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 
1.e4 c5 2.Nf3 g6 3.c3 Bg7 4.d4 cxd4 
1.e4 c5 2.Nf3 g6 3.c3 Nf6 4.e5 Nd5 
1.e4 c5 2.b3 Nc6 3.Bb2 d5 4.exd5 Qxd5 
1.e4 c5 2.b3 Nc6 3.Bb2 e5 4.Bc4 d6 
1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.Nf3 Nc6 
1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 
1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nc6 
1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 
1.e4 c5 2.c3 e6 3.d4 d5 4.e5 Nc6 
1.e4 c5 2.c3 e6 3.d4 d5 4.exd5 exd5 
1.e4 c5 2.d3 Nc6 3.f4 e6 4.Nf3 d5 
1.e4 c5 2.d3 Nc6 3.g3 d5 4.Nd2 Nf6 
1.e4 c5 2.f4 e6 3.Nc3 d5 4.Nf3 dxe4 
1.e4 c5 2.g3 Nc6 3.Bg2 e6 4.d3 g6 
1.e4 c6 2.Nf3 d5 3.exd5 cxd5 4.d4 Bg4 
1.e4 c6 2.c4 d5 3.exd5 cxd5 4.d4 e6 
1.e4 c6 2.d3 d5 3.Nd2 e5 4.Ngf3 Bd6 
1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 
1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nf6 
1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 
1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 h6 
1.e4 c6 2.d4 d5 3.e5 c5 4.dxc5 e6 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Nf3 Bg4 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Nf3 Nf6 
1.e4 d5 2.Nc3 Qd6 3.d4 Nf6 4.Nf3 g6 
1.e4 d5 2.Nc3 dxe4 3.Nxe4 Nf6 4.Nxf6 exf6 
1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 
1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.Nf3 Nf6 
1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 
1.e4 d5 2.exd5 Qxd5 3.Nf3 Bg4 4.Be2 Nc6 
1.e4 d5 2.exd5 Qxd5 3.Nf3 c6 4.d4 Nf6 
1.e4 d6 2.Nc3 Nf6 3.Bc4 c6 4.Bb3 e5 
1.e4 d6 2.d4 Nf6 3.Bd3 e5 4.Nf3 exd4 
1.e4 d6 2.d4 Nf6 3.Bd3 e5 4.c3 Nc6 
1.e4 d6 2.d4 Nf6 3.Nc3 c6 4.f4 Qa5 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 a6 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5 Bg7 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5 c6 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f3 a6 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 
1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.g3 Bg7 
1.e4 d6 2.d4 Nf6 3.f3 c5 4.Ne2 e6 
1.e4 d6 2.d4 Nf6 3.f3 g6 4.Be3 Bg7 
1.e4 d6 2.d4 g6 3.Nf3 Bg7 4.c3 Nf6 
1.e4 e5 2.Bc4 Nf6 3.Qe2 Bc5 4.d3 O-O 
1.e4 e5 2.Bc4 Nf6 3.d3 Bc5 4.Nc3 c6 
1.e4 e5 2.Bc4 Nf6 3.d3 Bc5 4.Nf3 O-O 
1.e4 e5 2.Bc4 Nf6 3.d3 Bc5 4.Nf3 d6 
1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Nf3 Be7 
1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Nf3 d5 
1.e4 e5 2.Nc3 Nf6 3.Bc4 Bc5 4.d3 d6 
1.e4 e5 2.Nc3 Nf6 3.g3 Bc5 4.Bg2 O-O 
1.e4 e5 2.Nc3 Nf6 3.g3 Bc5 4.Bg2 c6 
1.e4 e5 2.Nc3 Nf6 3.g3 d5 4.exd5 Nxd5 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.Bxc6 dxc6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.Nc3 Nd4 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.Qe2 Bc5 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 d6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d4 exd4 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.O-O g6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5 
1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.Nc3 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O d6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 d6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bb4 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Qe7 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 
1.e4 e5 2.Nf3 Nc6 3.Bc4 d6 4.c3 Bg4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.a3 d5 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.g3 d5 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.h3 Bb4 
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4 
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 
1.e4 e5 2.Nf3 Nc6 3.g3 Nf6 4.d3 d5 
1.e4 e5 2.Nf3 Nf6 3.Nc3 Nc6 4.Bb5 Nd4 
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nc4 Nxe4 
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nxf7 Kxf7 
1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 
1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.dxe5 d5 
1.e4 e5 2.Nf3 d6 3.d4 Bg4 4.dxe5 Nc6 
1.e4 e6 2.Nc3 d5 3.Nf3 Nf6 4.exd5 exd5 
1.e4 e6 2.Nf3 d5 3.exd5 exd5 4.d4 Nf6 
1.e4 e6 2.d3 d5 3.Nd2 c5 4.g3 Nc6 
1.e4 e6 2.d4 d5 3.Bd3 dxe4 4.Bxe4 Nf6 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Qd3 Ne7 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7 
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 
1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 Nf6 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 
1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Bd6 
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Nc6 
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Nf6 
1.e4 g6 2.d4 Bg7 3.Nc3 a6 4.Be3 b5 
1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Be3 d6 
1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Nf3 d6 
1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Be3 a6 
1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4 Nf6 
1.e4 g6 2.d4 Bg7 3.Nf3 c6 4.Nc3 d5 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Bc4 e6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Be2 Nf6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Nc3 Nf6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c4 Nf6 
1.e4 g6 2.d4 Bg7 3.c3 d6 4.Bg5 Nf6 
1.e4 g6 2.d4 d6 3.Nf3 Nf6 4.Nc3 Bg7 
1.f4 d5 2.Nf3 Bg4 3.e3 Nd7 4.Be2 Ngf6 
1.f4 d5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 
1.g3 d5 2.Bg2 e5 3.d3 Nf6 4.Nf3 Bd6 
1.g3 d5 2.Nf3 Nf6 3.Bg2 e6 4.O-O Be7 
1.g3 e5 2.Bg2 d5 3.d3 Nf6 4.Nf3 Nc6 
1.g3 e5 2.Bg2 d6 3.c4 g6 4.d4 exd4 
