1.Nc3 d5 2.e4 c6 3.d3 g6 4.Qe2 Bg7 
1.d4 e6 2.c4 Nf6 3.Nf3 d5 4.Nc3 Be7 
1.d4 e6 2.c4 b6 3.Nc3 Bb4 4.e3 Bb7 
1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6 
1.d4 e6 2.c4 d5 3.Nc3 Be7 4.Nf3 Nf6 
1.d4 e6 2.c4 d5 3.Nc3 Nf6 4.Bg5 Nbd7 
1.d4 e6 2.c4 f5 3.g3 Nf6 4.Bg2 Be7 
1.d4 e6 2.c4 f5 3.g3 Nf6 4.Bg2 d5 
1.d4 e6 2.e4 d5 3.Nd2 c5 4.Ngf3 Nc6 
1.d4 e6 2.e4 d5 3.Nd2 c5 4.exd5 exd5 
1.d4 e6 2.e4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 
1.d4 f5 2.Bg5 c6 3.Nd2 d5 4.e3 Qb6 
1.d4 f5 2.Bg5 g6 3.Nd2 Bg7 4.c3 Nf6 
1.d4 f5 2.Nc3 d5 3.Bg5 c6 4.Qd3 Nf6 
1.d4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 
1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.Nf3 d5 
1.d4 g6 2.Nf3 Bg7 3.c4 c5 4.d5 d6 
1.d4 g6 2.c4 Bg7 3.Nc3 c5 4.d5 d6 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.Nf3 Bg4 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.Nf3 Nd7 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.Nf3 Nf6 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 Nd7 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 Nf6 
1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 e5 
1.d4 g6 2.c4 Bg7 3.Nf3 d6 4.g3 c6 
1.d4 g6 2.c4 Bg7 3.e4 d6 4.Nc3 Nf6 
1.d4 g6 2.c4 Bg7 3.g3 d6 4.Nc3 Nd7 
1.d4 g6 2.c4 d6 3.Nc3 e5 4.Nf3 Nc6 
1.d4 g6 2.e4 Bg7 3.Nc3 d6 4.Be3 a6 
1.d4 g6 2.e4 Bg7 3.Nc3 d6 4.Be3 c6 
1.d4 g6 2.e4 Bg7 3.Nc3 d6 4.Nge2 c6 
1.d4 g6 2.e4 Bg7 3.Nc3 d6 4.f4 c6 
1.d4 g6 2.e4 Bg7 3.Nf3 d6 4.Be2 e6 
1.d4 g6 2.e4 Bg7 3.Nf3 d6 4.Nc3 Nf6 
1.d4 g6 2.e4 Bg7 3.Nf3 d6 4.c3 Nf6 
1.d4 g6 2.e4 Bg7 3.c3 c6 4.Bd3 d6 
1.d4 g6 2.e4 Bg7 3.c3 d6 4.Bg5 c5 
1.d4 g6 2.e4 Bg7 3.c3 d6 4.f4 c6 
1.d4 g6 2.e4 d6 3.Nf3 Bg7 4.c3 Nf6 
1.d4 g6 2.g3 Bg7 3.Bg2 c5 4.c3 Qc7 
1.d4 g6 2.g3 Bg7 3.Bg2 c5 4.d5 d6 
1.e4 Nc6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 
1.e4 Nf6 2.Nc3 d5 3.exd5 Nxd5 4.Bc4 Nxc3 
1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 c6 
1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 
1.e4 Nf6 2.e5 Ng8 3.d4 d6 4.Nf3 g6 
1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 
1.e4 c5 2.Nc3 e6 3.g3 Nf6 4.Bg2 d5 
1.e4 c5 2.Nc3 g6 3.g3 Bg7 4.Bg2 Nc6 
1.e4 c5 2.Ne2 Nc6 3.d4 cxd4 4.Nxd4 d6 
1.e4 c5 2.Nf3 Nc6 3.Bb5 Nf6 4.e5 Nd5 
1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 
1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.g3 Bg7 
1.e4 c5 2.Nf3 Nc6 3.d3 e6 4.Nbd2 d5 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e6 
1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 
1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 Nxc3 
1.e4 c5 2.Nf3 d6 3.Bb5 Bd7 4.Bxd7 Qxd7 
1.e4 c5 2.Nf3 d6 3.Bb5 Bd7 4.a4 g6 
1.e4 c5 2.Nf3 d6 3.Bb5 Nc6 4.O-O Bg4 
1.e4 c5 2.Nf3 d6 3.Bb5 Nc6 4.O-O a6 
1.e4 c5 2.Nf3 d6 3.Nc3 Nf6 4.e5 dxe5 
1.e4 c5 2.Nf3 d6 3.Nc3 e6 4.d4 cxd4 
1.e4 c5 2.Nf3 d6 3.c3 Nf6 4.Qc2 Qc7 
1.e4 c5 2.Nf3 d6 3.d3 Nc6 4.Nbd2 Nf6 
1.e4 c5 2.Nf3 d6 3.d3 Nc6 4.Nbd2 g6 
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 a6 
1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Qxd4 Bd7 
1.e4 c5 2.Nf3 e6 3.Nc3 Nf6 4.d4 cxd4 
1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.d4 cxd4 
1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.g3 Nc6 
1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.g3 b5 
1.e4 c5 2.Nf3 e6 3.Nc3 a6 4.g3 d6 
1.e4 c5 2.Nf3 e6 3.c3 d5 4.e5 Nc6 
1.e4 c5 2.Nf3 e6 3.c3 d5 4.exd5 Qxd5 
1.e4 c5 2.Nf3 e6 3.d3 Nc6 4.g3 g6 
1.e4 c5 2.Nf3 e6 3.d3 Nf6 4.g3 d5 
1.e4 c5 2.Nf3 e6 3.d3 d5 4.Nbd2 Nc6 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 
1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 
1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 
1.e4 c5 2.d3 Nc6 3.Nf3 Nf6 4.Nbd2 d5 
1.e4 c5 2.d3 Nc6 3.Nf3 g6 4.g3 Bg7 
1.e4 c5 2.g3 d5 3.exd5 Qxd5 4.Nf3 Bg4 
1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.Be2 e6 
1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.d4 e6 
1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 
1.e4 c6 2.Nc3 d5 3.Nf3 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.Nc3 d5 3.Nf3 dxe4 4.Nxe4 Nf6 
1.e4 c6 2.Nc3 d5 3.Qf3 dxe4 4.Nxe4 Nd7 
1.e4 c6 2.Nc3 d5 3.d4 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.Nc3 d5 3.d4 dxe4 4.Nxe4 Nd7 
1.e4 c6 2.Nc3 d5 3.d4 dxe4 4.Nxe4 Nf6 
1.e4 c6 2.Ne2 d5 3.e5 c5 4.d4 Nc6 
1.e4 c6 2.c4 d5 3.exd5 cxd5 4.cxd5 Nf6 
1.e4 c6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 
1.e4 c6 2.c4 g6 3.Nc3 Bg7 4.d4 d6 
1.e4 c6 2.d3 d5 3.Nd2 Nf6 4.g3 e5 
1.e4 c6 2.d3 d5 3.Nd2 g6 4.f4 Bg7 
1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 
1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 
1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 
1.e4 c6 2.d4 d5 3.Nc3 g6 4.h3 dxe4 
1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 
1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 
1.e4 c6 2.d4 d5 3.Nd2 g6 4.Ngf3 Bg4 
1.e4 c6 2.d4 d5 3.e5 Bf5 4.Bd3 Bxd3 
1.e4 c6 2.d4 d5 3.e5 Bf5 4.g4 Bd7 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nf6 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 
1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 e6 
1.e4 d5 2.exd5 Nf6 3.c4 c6 4.d4 cxd5 
1.e4 d6 2.d4 Nf6 3.Bd3 e5 4.c3 d5 
1.e4 d6 2.d4 Nf6 3.Nc3 c6 4.Nf3 g6 
1.e4 d6 2.d4 g6 3.Bc4 Bg7 4.Nf3 Nf6 
1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Bb3 Bc5 
1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Bb3 d5 
1.e4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.Bb5 Bb4 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nd4 4.Nxd4 exd4 
1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 d6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 
1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7 4.d4 d6 
1.e4 e5 2.Nf3 Nc6 3.Bc4 d6 4.c3 Bg4 
1.e4 e5 2.Nf3 Nc6 3.Bc4 d6 4.d4 exd4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 d6 4.d4 Bg4 
1.e4 e5 2.Nf3 Nc6 3.Nc3 g6 4.d4 exd4 
1.e4 e5 2.Nf3 Nc6 3.c3 Nf6 4.d4 d6 
1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 
1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 
1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 
1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.Nc3 Nbd7 
1.e4 e5 2.Nf3 d6 3.d4 Nf6 4.dxe5 Nxe4 
1.e4 e5 2.f4 exf4 3.Nf3 Nf6 4.e5 Nh5 
1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Qxd5 
1.e4 e6 2.Nf3 d5 3.Nc3 Nf6 4.e5 Nfd7 
1.e4 e6 2.Nf3 d5 3.Nc3 Nf6 4.exd5 exd5 
1.e4 e6 2.b3 d5 3.Bb2 Nf6 4.exd5 exd5 
1.e4 e6 2.d3 c5 3.Nf3 Nc6 4.g3 d5 
1.e4 e6 2.d3 c5 3.Nf3 Nc6 4.g3 g6 
1.e4 e6 2.d3 c5 3.g3 Nc6 4.Bg2 g6 
1.e4 e6 2.d3 d5 3.Nd2 Nf6 4.Ngf3 b6 
1.e4 e6 2.d3 d5 3.Nd2 c5 4.Ngf3 Nc6 
1.e4 e6 2.d3 d5 3.Nd2 c5 4.g3 Nc6 
1.e4 e6 2.d3 d5 3.Nd2 c5 4.g3 g6 
1.e4 e6 2.d3 d5 3.Qe2 Ne7 4.Nf3 c5 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd3 c5 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Bd3 dxe4 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Ne2 dxe4 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.a3 Bxc3 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 b6 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 
1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 
1.e4 e6 2.d4 d5 3.Nc3 Nc6 4.Nf3 Nf6 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 
1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Ng8 
1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 
1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.c3 f5 
1.e4 e6 2.d4 d5 3.Nd2 Ne7 4.Ngf3 Nd7 
1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 
1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Ng8 
1.e4 e6 2.d4 d5 3.Nd2 a6 4.Ngf3 c5 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 Nc6 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 Nf6 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 
1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 
1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 
1.e4 e6 2.d4 d5 3.e5 Ne7 4.Nf3 b6 
1.e4 e6 2.d4 d5 3.e5 c5 4.Nf3 Nc6 
1.e4 e6 2.d4 d5 3.e5 c5 4.Qg4 Nc6 
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 
1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Bd3 Bd6 
1.e4 e6 2.d4 d5 3.exd5 exd5 4.Bd3 c6 
1.e4 g6 2.Nf3 Bg7 3.d4 d6 4.Nc3 Nd7 
1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Bc4 d6 
1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Nf3 d5 
1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Bc4 c6 
1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Be3 c6 
1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4 c6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Bc4 Nf6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Bc4 c6 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Be2 Nd7 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.Nc3 Nd7 
1.e4 g6 2.d4 Bg7 3.Nf3 d6 4.c3 Nf6 
1.f4 Nf6 2.Nf3 d5 3.e3 Bg4 4.Be2 Nbd7 
1.f4 d5 2.Nf3 g6 3.e3 Bg7 4.Be2 Nf6 
1.g3 d5 2.Bg2 Nf6 3.d3 c6 4.Nf3 Bg4 
1.g3 d5 2.Bg2 c5 3.Nf3 Nc6 4.d4 e6 
1.g3 d5 2.Bg2 e5 3.d3 Nf6 4.Nf3 Nc6 
1.g3 d5 2.Bg2 g6 3.c4 c6 4.Qc2 Nf6 
1.g3 d5 2.Nf3 c5 3.Bg2 g6 4.O-O Bg7 
1.g3 d5 2.Nf3 c6 3.Bg2 Bf5 4.O-O e6 
1.g3 d5 2.Nf3 c6 3.Bg2 Bg4 4.b3 Nd7 
1.g3 d5 2.Nf3 c6 3.Bg2 Nf6 4.O-O Bg4 
1.g3 g6 2.Bg2 Bg7 3.Nf3 c5 4.c3 Nf6 
1.g3 g6 2.Bg2 Bg7 3.c4 c6 4.Nc3 e5 
1.g3 g6 2.Bg2 Bg7 3.c4 e5 4.Nc3 f5 
1.g3 g6 2.e4 Bg7 3.Bg2 c5 4.f4 Nc6 
1.g3 g6 2.f4 Bg7 3.Bg2 c5 4.e4 Nc6 
